,text,hour,date,minute,sentiment_compound_polarity,sentiment_neutral,sentiment_negative,sentiment_pos,sentiment_type
3602,"RT BhaanuSays: #BigPromiseFulfilled
Can Modi Ji bring back black money as promised in his manifesto like AAP fulfi… https://t.co/bihyBdK5U7",5,12/9/2016,4,0.6124,0.773,0,0.227,POSITIVE
3603,@ravishndtv Bago me bahar hai sir!! MOdi ki sarkaar hai sir!!,5,12/9/2016,4,0,1,0,0,NEUTRAL
3604,MODI GOVERNMENT ANNOUNCES DISCOUNT ON DIGITAL PAYMENTS https://t.co/BmJPCha5Ry,5,12/9/2016,4,0,1,0,0,NEUTRAL
3605,@1906dkDinesh @meamabhishek modi chodu ki fauj ka Samraat,5,12/9/2016,4,0,1,0,0,NEUTRAL
3606,@narendramodi i het modi sarkar,5,12/9/2016,4,0,1,0,0,NEUTRAL
3607,#India #National Modi greets Sonia Gandhi on birthday https://t.co/uxH5pwV2eX,5,12/9/2016,4,0.1531,0.833,0,0.167,POSITIVE
3608,"#India #National Gautami writes to Modi, raises doubt on Jayalalithaa's death https://t.co/bEYatQV2Ma",5,12/9/2016,4,-0.7506,0.61,0.39,0,NEGATIVE
3609,RT @myvotetoday: Understandable that the #BlackMoney hoarders are rattled but why are #Mamta &amp; #Kejriwal opposing #DeMonetisation?👆…,5,12/9/2016,4,0,1,0,0,NEUTRAL
3610,@vivekagnihotri it is not an article.. just the hate for Modi continues unabated!! And then they call dissent is being throttled!! Pathetic,5,12/9/2016,4,-0.8614,0.7,0.3,0,NEGATIVE
3611,"RT BhaanuSays: #BigPromiseFulfilled
Can Modi Ji bring back black money as promised in his manifesto like AAP fulfi… https://t.co/9ULgKZ0iu5",5,12/9/2016,4,0.6124,0.773,0,0.227,POSITIVE
3612,But this article is worst https://t.co/iZy4dDoxzO,5,12/9/2016,4,-0.6249,0.549,0.451,0,NEGATIVE
3613,"US Secretary of Defence, Mr. Ashton Carter, met the Prime Minister Shri Narendra Modi yesterday. via @narendramodi https://t.co/NSHOBPg1RL",5,12/9/2016,4,0.1027,0.924,0,0.076,POSITIVE
3614,"Modi greets Sonia Gandhi on birthday https://t.co/SRpeXdUSzw

New Delhi: Prime Minister Narendra Modi on Friday greeted Congress President…",5,12/9/2016,4,0.4019,0.812,0,0.188,POSITIVE
3615,"Gautami writes to Modi, raises doubt on Jayalalithaa’s death https://t.co/VynBL7txm1

When actress Gautami paid her last respect to former…",5,12/9/2016,4,-0.5106,0.627,0.251,0.122,NEGATIVE
3616,"RT BhaanuSays: #BigPromiseFulfilled
Can Modi Ji bring back black money as promised in his … … https://t.co/LyYRWUS6ow",5,12/9/2016,4,0.3612,0.865,0,0.135,POSITIVE
3617,"Former top official workd@ finance minstry&amp; central bank:""They don't know what's happening in the real world."" https://t.co/utgJIaarZ5 ..[2]",5,12/9/2016,4,0.2023,0.904,0,0.096,POSITIVE
3618,"@ShekharGupta  I meant you ridicule everything connected to Modi. If not 30-70, 10-90. At least 10% to Raakho Sir. Requesting with respect",5,12/9/2016,4,0.0258,0.757,0.12,0.124,POSITIVE
3619,Who knew? Modi’s black money move kept a closely guarded secret https://t.co/700w8E13jj,5,12/9/2016,4,0,1,0,0,NEUTRAL
3620,"RT @TruthOfGujarat: Protest at SBI Fatehgarh Churian Branch, Amritsar, Punjab with slogans of 'Modi Sarkar, Haay Haay'. Day 27,…",5,12/9/2016,4,-0.25,0.9,0.1,0,NEGATIVE
3621,RT @TruthOfGujarat: Old man at a village square on Modi and #demonetisation. [Mildly abusive language when he speaks about what he inte…,5,12/9/2016,4,-0.6369,0.826,0.174,0,NEGATIVE
3622,"RT @Narendramodi_PM: US Secretary of Defence, Mr. Ashton Carter, met the Prime Minister Shri Narendra Modi yesterday. via @narendramodi htt…",5,12/9/2016,4,0.1027,0.931,0,0.069,POSITIVE
3623,RT @_ugra_: Modi made a humongous mistake thinking the majority of our population is nationalistic/patriotic. Indians are a selfish &amp; thank…,5,12/9/2016,4,-0.6705,0.756,0.244,0,NEGATIVE
3624,"RT @naveenkumar3355: #HappyBirthdaySoniaGandhi
Hotel lalit

The Rs 3 lakh crore mystery. Did #Modi govt. leak information about #demonetisa…",5,12/9/2016,4,-0.34,0.87,0.13,0,NEGATIVE
3625,"Shocking but true and not reported by Modi's #LapDogs 
L&amp;T sacks 100,000 workers post #DeMonetisation : Rahul Gandhi
https://t.co/9h6w0GM1Mn",5,12/9/2016,4,0.431,0.742,0.086,0.172,POSITIVE
3626,Mammoth Tragedy': Manmohan Singh's Sharp Critique Of PM Modi's Notes Ban - NDTV #News #India #Trending https://t.co/x7qIRCSUAh,5,12/9/2016,4,-0.5574,0.806,0.194,0,NEGATIVE
3627,"Shocking but true and not reported by Modi's #LapDogs 
L&amp;T sacks 100,000 workers post #DeMonetisation : Rahul Gandhi
https://t.co/EtOLzBWhIs",5,12/9/2016,4,0.431,0.742,0.086,0.172,POSITIVE
3628,L&amp;T laid off 14000 people the rest 86000 were laid off by @offceOFFRG. @ShefVaidya @Babu_Bhaiyaa @reviewero https://t.co/UjAwRwlq7s,5,12/9/2016,4,0,1,0,0,NEUTRAL
3629,"#MMS on #Fekunomics 

#Fekuji #DemonetisationJumla #नोट_नहीं_PM_बदलो https://t.co/6bpbVJhT6S",5,12/9/2016,4,0,1,0,0,NEUTRAL
3630,"#Modi #trump #TimePersonoftheYear and now, let the trolling begin... #MumbaiMirror https://t.co/WOYe7LCxDK",5,12/9/2016,4,0,1,0,0,NEUTRAL
3631,RT @Preema27: Will PM Modi quit if cash woes continue: Lalu Prasad https://t.co/k4ATDT8S6C via @IndianExpress,5,12/9/2016,5,-0.4404,0.828,0.172,0,NEGATIVE
3632,Who knew? How PM Modi kept note ban a closely guarded secret - The Times of India https://t.co/zYL2Vy6BAV via @timesofindia,5,12/9/2016,5,-0.5574,0.825,0.175,0,NEGATIVE
3633,"Wud U lik2Vote &amp; tel tht
Kitni baar #Modi Sarkaar?

#HappyBirthdaySoniaGandhi #sickularconversions… https://t.co/xOPqFIyeJA",5,12/9/2016,5,0,1,0,0,NEUTRAL
3634,Modi sarkar ko STAR ke suvidha kar deni shayea bank school sarkar ke all office me or jo kam Shi kare  uske ley e 5 star nhi kre 1 star .,5,12/9/2016,5,0,1,0,0,NEUTRAL
3635,Shocker fm Rajdeep ' says Modi has cash advantage. Mr patra caught that bias. He refused to withdraw that unsubstantiated assertion.,5,12/9/2016,5,-0.296,0.69,0.224,0.086,NEGATIVE
3636,"RT @_kapil__: #BlackMoney पर मोदी जी के निर्णय के बाद

👉 प्रचुर मात्रा में रेंजगारी होने के कारण भिखमंगों के अच्छे दिन आ सकते हैं 😂😂😂",5,12/9/2016,5,0,1,0,0,NEUTRAL
3637,"RT @_kapil__: #BlackMoney पर मोदी जी के निर्णय के बाद

👉 कुछ नेता, व्यापारी, डाक्टर भ्रष्टाचारी पागल होकर अपने कपड़े फाड़कर सड़को पर दौड़ते…",5,12/9/2016,5,0,1,0,0,NEUTRAL
3638,"Dear @TheOfficialSBI 
Conclusive Fact that You are Laundering #BlackMoney
What action should be taken against them? 
https://t.co/hC8SvBMfKx",5,12/9/2016,5,0.3818,0.86,0,0.14,POSITIVE
3639,Nandan Nilekani Roped in by Modi to Chart out Path to Digital Payments ➥➥https://t.co/LBtmD1KPa8 https://t.co/fbdXzlXSkI,5,12/9/2016,5,0,1,0,0,NEUTRAL
3640,Both analogies are not analogous! https://t.co/mAA0BAQZ8Z,5,12/9/2016,5,0,1,0,0,NEUTRAL
3641,"RT @MD_Nalapat: Officials advised PM Modi to ban 85% of India’s currency | Sunday Guardian https://t.co/SQ0YekoPLi
https://t.co/7QyX41jbt0",5,12/9/2016,5,-0.5574,0.806,0.194,0,NEGATIVE
3642,"#ModiBhakts #TransformingIndia #BJPMission2019 
https://t.co/QuZlLDU6rw     1582950249",5,12/9/2016,5,0,1,0,0,NEUTRAL
3643,RT @chotivalebaba: Common service centre help cashless training in different parts of UP #IndiaDefeatsBlackMoney https://t.co/CaZOuzpp5t,5,12/9/2016,5,0.4019,0.838,0,0.162,POSITIVE
3644,Nandan Nilekani Roped in by Modi to Chart out Path to Digital Payments #Aadhaar #DigitalPayment #Infosys #UIDAI https://t.co/CHpYPziG8N,5,12/9/2016,5,0,1,0,0,NEUTRAL
3645,Mammoth Tragedy': Manmohan Singh's Sharp Critique Of PM Modi's Notes Ban https://t.co/1e9eDOLKsc,5,12/9/2016,5,-0.5574,0.753,0.247,0,NEGATIVE
3646,"PM Modi greets Sonia Gandhi on birthday  
Prime Minister Narendra Modi on Friday greeted Congress President Sonia G… https://t.co/XY8kzq61q7",5,12/9/2016,5,0.4019,0.821,0,0.179,POSITIVE
3647,RT @sujeetpillai: Both analogies are not analogous! https://t.co/mAA0BAQZ8Z,5,12/9/2016,5,0,1,0,0,NEUTRAL
3648,"RT BhaanuSays: #BigPromiseFulfilled
Can Modi Ji bring back black money as promised in his manifesto like AAP fulfi… https://t.co/7uYOxfAqg6",5,12/9/2016,5,0.6124,0.773,0,0.227,POSITIVE
3649,"@ajitanjum Khali Twitter ke hi sher ho, tv par to Modi Modi hi karte rahete ho.",5,12/9/2016,5,0,1,0,0,NEUTRAL
3650,"RT @_kapil__: #BlackMoney पर मोदी जी के निर्णय के बाद

👉 पैसा लेकर टिकट बांटने के वाले प्रसिद्ध नेता अपनी पार्टी के लिए आवंटित सारे टिकट र…",5,12/9/2016,5,0,1,0,0,NEUTRAL
3651,"#Newsupdate: To promote #cashless transaction, PM Modi highlights benefits of discounts on #digitalpayments. Read... https://t.co/tjwdDozeB1",5,12/9/2016,5,0.6369,0.714,0,0.286,POSITIVE
3652,RT @bdhaps: @vivekagnihotri it is not an article.. just the hate for Modi continues unabated!! And then they call dissent is being throttle…,5,12/9/2016,5,-0.6467,0.837,0.163,0,NEGATIVE
3653,"Anti #Demonetisation propagandists using this video as as a blow to @narendramodi! Hilarious!
@Swamy39… https://t.co/35VRRh3Zor",5,12/9/2016,5,0.2462,0.682,0.131,0.187,POSITIVE
3654,"RT @rishibagree: Dear @ArvindKejriwal 
You must watch this video on your devotion towards Modi 
https://t.co/QcjgG5jGKz",5,12/9/2016,5,0.6808,0.699,0,0.301,POSITIVE
3655,Who knew? Modi's #blackmoney move kept a closely guarded secret https://t.co/4P7AAAT8ym https://t.co/L04CVS9Hy7,5,12/9/2016,5,0,1,0,0,NEUTRAL
3656,jay hind  modi je.,5,12/9/2016,5,0,1,0,0,NEUTRAL
3657,I received Birthday Greetings directly from PM Narendra Modi https://t.co/L7mRLyESE4 I love it 😍,5,12/9/2016,5,0.7906,0.588,0,0.412,POSITIVE
3658,"Modi govt's demonetisation drive biggest scam, may erode 4.7 lakh crore from GDP: Amit Mit… https://t.co/NFBT11mBaG https://t.co/0QkzIBeaSY",5,12/9/2016,5,-0.5719,0.812,0.188,0,NEGATIVE
3659,US Defence Secretary Ashton Carter calls on PM Modi https://t.co/x3asUrJEkc,5,12/9/2016,5,0.1027,0.865,0,0.135,POSITIVE
3660,@Djjpn @AashishKhetan par encounters ki li he. Yha to atankio ke encounters ki v jimmedari nai lete.Modi ne le aur bajai b its new trend,5,12/9/2016,5,0,1,0,0,NEUTRAL
3661,Modi should start considering his Exit. https://t.co/gAW4nOtCNE,5,12/9/2016,6,0,1,0,0,NEUTRAL
3662,"Of course she can see her, Modi helped release B. ""Lucian."" https://t.co/yPq8aRQXeD",5,12/9/2016,6,0,1,0,0,NEUTRAL
3663,"Demonetisation: Modi rule is worse than Hitler’s, says WB CM Mamata Banerjee

https://t.co/LvbZFUMfHd https://t.co/gEMgrRUsF4",5,12/9/2016,6,-0.4767,0.795,0.205,0,NEGATIVE
3664,@INCIndia is viewed by ppl as protector of #BlackMoney &amp; Scams and  disrupter which does not want dev of our nation… https://t.co/KTxveTfuAd,5,12/9/2016,6,-0.6152,0.799,0.201,0,NEGATIVE
3665,"@shenoy_vaikunth 
Since Modi is a completely foolish as he knows nothing to do but to wear costly clothes and touring abroad. AK is honest2",5,12/9/2016,6,-0.3174,0.864,0.136,0,NEGATIVE
3666,RT @pravesh: We can't wait for structured solutions for water and air.  It feels like smoking when I am outdoor. This is not inc…,5,12/9/2016,6,0.4939,0.833,0,0.167,POSITIVE
3667,Narendar modi Lok Sabha meeting: https://t.co/XHuqVP0JO0 via @YouTube,5,12/9/2016,6,0,1,0,0,NEUTRAL
3668,"RT @Troll_Politics_: बड़ा गजब किरदार है केजरीवाल का,
थप्पड़ खा लेगा, लेकिन रायता फैलाना नही छोड़गा...!!😂😂😂
#IndiaDefeatsBlackMoney… ",5,12/9/2016,6,0,1,0,0,NEUTRAL
3669,"RT BhaanuSays: #BigPromiseFulfilled
Can Modi Ji bring back black money as promised in his manifesto like AAP fulfi… https://t.co/fiNtCRG3Ne",5,12/9/2016,6,0.6124,0.773,0,0.227,POSITIVE
3670,RT @KeshavKarn11: What Had Narendra Modi Hinted Jayalalitha 5 Years back….The Untold Story! https://t.co/kKTEhiLreS,5,12/9/2016,6,0,1,0,0,NEUTRAL
3671,RT @upma23: Ease of Doing Business and the new digital economy inspire investor confidence #IndiaDefeatsBlackMoney,5,12/9/2016,6,0.8591,0.558,0,0.442,POSITIVE
3672,"#ModiBhakts #TransformingIndia #BJPMission2019 
https://t.co/5tPJPyopNT     1267320046",5,12/9/2016,6,0,1,0,0,NEUTRAL
3673,.@SitaramYechury @juneymb So thanks to Modi we are not even self-sufficient in foodgrains anymore.,5,12/9/2016,6,0.4927,0.803,0,0.197,POSITIVE
3674,"The Prime Minister said, 
""Go #cashless ""......
.
.
.
.
.
.
.
.
Only #ATM 's have taken it seriously.
😁😀😬😇 #DeMonetisation #BlackMoney",5,12/9/2016,6,-0.1779,0.904,0.096,0,NEGATIVE
3675,The rise and fall of Emperor Modi https://t.co/4SDwUlmlAg,5,12/9/2016,6,0,1,0,0,NEUTRAL
3676,The rise and fall of Emperor Modi https://t.co/pkz6EDRnDl,5,12/9/2016,6,0,1,0,0,NEUTRAL
3677,"RT @BJPScams: Till Date, Middle Class Folk Were Happy That Rates Will Be Down, Real Estate Will Be Down. Modi ne Bana Diya Sabko. https://t…",5,12/9/2016,6,0.5719,0.866,0,0.134,POSITIVE
3678,"@hiindustanii @OfficeOfRG i think u r inspired by papuuu😂😂😂😂😂
modi is bap of fucking assholes lyk papu😂😂😂",5,12/9/2016,6,-0.2247,0.622,0.212,0.166,NEGATIVE
3679,"RT @guru25i: ""I have done all the research and, if it fails, then I am to blame,"" Modi #DeMonetisation",5,12/9/2016,6,-0.4215,0.859,0.141,0,NEGATIVE
3680,"RT @IChiku303: Retweeted ☭ Comrade Nambiar ☭ (@DasBolshevik):

Narendra Modi should step aside as PM after ’demonetisation... https://t.co/…",5,12/9/2016,6,0,1,0,0,NEUTRAL
3681,"@narendramodi  Dear Modi ji , I totally support your demonization move and vision of digital India",5,12/9/2016,6,0.7645,0.592,0,0.408,POSITIVE
3682,"RT @_Wamik: Simple, because Kashmir is no India :) https://t.co/QVWzLm4kz6",5,12/9/2016,6,0.2023,0.606,0.167,0.227,POSITIVE
3683,PM Modi must explain his relationship with Mahesh Shah,5,12/9/2016,6,0,1,0,0,NEUTRAL
3684,@MamataOfficial didi modi ji totaly forget that he is living in India.,5,12/9/2016,6,-0.2263,0.853,0.147,0,NEGATIVE
3685,"How closely guarded was Narendra Modi’s #DeMonetisation plan?
https://t.co/oATG3AjQF9 https://t.co/Lu6KjLCYW0",5,12/9/2016,6,0,1,0,0,NEUTRAL
3686,"Forget #DeMonetisation woes, which movie you plan to watch over the weekend? #IndiaDefeatsBlackMoney #INDvENG #",5,12/9/2016,6,-0.5859,0.714,0.286,0,NEGATIVE
3687,"#DigitalBenefits results in #DigitalIndia
Its time for #INDIANPRIDE 
#IndiaDefeatsBlackMoney 
#IndiaFightsCorruption 
#IndiaRevolutionsed",5,12/9/2016,6,0,1,0,0,NEUTRAL
3688,@ashutosh83B @electric_rahul haa aur ausutosh ji waha camera man ban k khade hai are sahab is baar up mai har har modi ghar ghar modi hoga,5,12/9/2016,6,-0.5574,0.87,0.13,0,NEGATIVE
3689,Who knew? How PM Modi kept note ban a closely guarded secret https://t.co/iB7kcnMBDD,5,12/9/2016,6,-0.5574,0.753,0.247,0,NEGATIVE
3690,"@ZMadon @postcolonialist @gsurya *shudder* Bhakt cousin? Try bhakt cousins, uncles &amp; in-laws flooding whatsapp grou… https://t.co/97TYiEkrPx",5,12/9/2016,6,0,1,0,0,NEUTRAL
3691,"I'm with integrity of Dr Manmohan Singh, not with Jumlagiri of Modi. #DeMonetisation",5,12/9/2016,6,0.3818,0.822,0,0.178,POSITIVE
3692,RT @TOIIndiaNews: US Defence Secretary Ashton Carter calls on PM Modi https://t.co/x3asUrJEkc,5,12/9/2016,6,0.1027,0.887,0,0.113,POSITIVE
3693,India's destitute working class and rural populace are most affected by the Modi government's drastic and... https://t.co/jNpq5eYK5Z,5,12/9/2016,6,-0.2247,0.894,0.106,0,NEGATIVE
3694,#Newsupdate: PM Modi highlights benefits of discounts on #digitalpayments. Read https://t.co/G8sP3hOMmq to know fur… https://t.co/Ja2V7h2D6D,5,12/9/2016,6,0.3818,0.843,0,0.157,POSITIVE
3695,"RT @RajinikanthInd: India's Most Loved Personalities Captured in 1 Frame!!! 

Superstar Rajinikanth, and Prime Minister of India Narend… ",5,12/9/2016,7,0.7243,0.759,0,0.241,POSITIVE
3696,"RT @sarda_damodar: Changing goal post, threatening public and projecting anti national for asking own money back not good sign https://t.co…",5,12/9/2016,7,-0.7967,0.677,0.323,0,NEGATIVE
3697,"@bainjal @PreetiSMenon While true that Modi has his neocon model for growth of thepoor,it feels he hates the poor for their poverty #Noteban",5,12/9/2016,7,-0.5994,0.55,0.284,0.165,NEGATIVE
3698,"RT @AkashvaniAIR: Using Aadhaar @UIDAI card to make #digitalpayments is easy, secure, efficient.
Bank on #aadharcard 
#Demonitization https…",5,12/9/2016,7,0.7964,0.649,0,0.351,POSITIVE
3699,Who knew? How PM Modi kept note ban a closely guarded secret - The Times of India https://t.co/W5SA1rqk5q via @timesofindia,5,12/9/2016,7,-0.5574,0.825,0.175,0,NEGATIVE
3700,@TweetinderKaul I wanted to be a bit cheeky and say Modi. But you know...,5,12/9/2016,7,0,1,0,0,NEUTRAL
3701,"Hawkish #Modi and inefficient #Ghani exonerated themselves by accusing #Pakistan at #HeartofAsia 
#Modi_fied_Ghani
#GhaniParrotingModi",5,12/9/2016,7,0.2732,0.727,0.103,0.17,POSITIVE
3702,"RT @neo_pac: Already desperately poor, farmers getting buried under Modi's brutal plan. https://t.co/uwFEUyxAWp",5,12/9/2016,7,-0.8689,0.505,0.495,0,NEGATIVE
3703,"To rept 2014 success BJP brngs out ‘lucky’ chair for PM in Kanpur
यहीं बाक़ी रह गया था बस। https://t.co/yNHutaROt3 https://t.co/Cec1tbPKbs",5,12/9/2016,7,0.5719,0.844,0,0.156,POSITIVE
3704,"Narendra Modi must step down, has no moral right to continue: Mamata Banerjee
 https://t.co/wJiUm7g0Me",5,12/9/2016,7,-0.296,0.855,0.145,0,NEGATIVE
3705,"Scrap Dealer Delhi https://t.co/DPwL3DyZzV Behind Notes Ban, Team Of 6 Worked Secretly At PM Narendra Modi's Home:…… https://t.co/6BSqhW3RGq",5,12/9/2016,7,-0.5574,0.816,0.184,0,NEGATIVE
3706,Mammoth Tragedy': Manmohan Singh's Sharp Critique Of PM Modi's Notes Ban https://t.co/ffPn0VDONY,5,12/9/2016,7,-0.5574,0.753,0.247,0,NEGATIVE
3707,Echo chamber in action. Most political forwards I get are about how Kalki Koechlin is an avatar and Urjit Patel is… https://t.co/V7VoMetSZf,5,12/9/2016,7,0,1,0,0,NEUTRAL
3708,Mammoth Tragedy': Manmohan Singh's Sharp Critique Of PM Modi's Notes Ban https://t.co/kVBoPvyhR3,5,12/9/2016,7,-0.5574,0.753,0.247,0,NEGATIVE
3709,"Scrap Dealer Delhi https://t.co/MiL12OTwoK Behind Notes Ban, Team Of 6 Worked Secretly At PM Narendra Modi's Home:…… https://t.co/6BSqhW3RGq",5,12/9/2016,7,-0.5574,0.816,0.184,0,NEGATIVE
3710,Demonetisation 30 days: A timeline of PM Narendra Modi's grand Indian currency show - Firstpost https://t.co/RBWVPQU2No,5,12/9/2016,7,0.4588,0.813,0,0.188,POSITIVE
3711,"@TheRITUS @simplyswatiiiii @imAbhishek_J @TheAngryLord @Faqr_Hai  @anu_sh74 @EncapsulatdSoul 

Modi ji @narendramodi",5,12/9/2016,7,0,1,0,0,NEUTRAL
3712,"Behind Notes Ban, Team Of 6 Worked Secretly At PM Narendra Modi's Home: Report - NDTV https://t.co/qPtn5EaKQY",5,12/9/2016,7,-0.5574,0.795,0.205,0,NEGATIVE
3713,Narendra Modi’s great leap forward https://t.co/RCcsLKp4tm,5,12/9/2016,7,0.6249,0.549,0,0.451,POSITIVE
3714,Narendra Modi’s great leap forward https://t.co/leq3ZCa0LS,5,12/9/2016,7,0.6249,0.549,0,0.451,POSITIVE
3715,. @ZMadon @postcolonialist I hv taunted Bhakts in my whatsapp groups so much they are silent now 😕 need to find new groups to insult Modi in,5,12/9/2016,7,-0.5106,0.879,0.121,0,NEGATIVE
3716,"Behind Notes Ban, Team Of 6 Worked Secretly At PM Narendra Modi's Home: Report - NDTV https://t.co/JSIqNH6qlp",5,12/9/2016,7,-0.5574,0.795,0.205,0,NEGATIVE
